   0.0000000000000000e+00   2.7000000000000002e+00
   2.5517082589472624e+00   2.7000000000000002e+00
   5.1034165178945248e+00   8.3000000000000007e+00
   9.4282992276478836e+00   8.3000000000000007e+00
   1.2821677536979863e+01   8.3000000000000007e+00
   1.6772777289289458e+01   8.3000000000000007e+00
   2.1505071645267467e+01   8.3000000000000007e+00
   2.6233718205842166e+01   8.3000000000000007e+00
   3.0961536649456264e+01   8.3000000000000007e+00
   3.5697904427473048e+01   8.3000000000000007e+00
   3.8944538347502430e+01   8.3000000000000007e+00
   4.3591723661672233e+01   8.3000000000000007e+00
   4.8230807942498210e+01   8.3000000000000007e+00
   5.0960389747112508e+01   8.3000000000000007e+00
   5.3659817025118471e+01   8.3000000000000007e+00
   5.6199135943437071e+01   8.3000000000000007e+00
   5.9046791028429503e+01   8.3000000000000007e+00
   6.3885671140360728e+01   8.3000000000000007e+00
   6.8733954210105907e+01   8.3000000000000007e+00
   7.3579591415177148e+01   8.3000000000000007e+00
   7.8432401474458800e+01   8.3000000000000007e+00
   8.2121107894593692e+01   8.3000000000000007e+00
   8.6488859893086911e+01   8.3000000000000007e+00
   9.0856611891580130e+01   8.3000000000000007e+00
   9.5224363890073334e+01   8.3000000000000007e+00
   9.9592115888566553e+01   8.3000000000000007e+00
   1.0395986788705977e+02   8.3000000000000007e+00
   1.0832761988555299e+02   8.3000000000000007e+00
   1.1269537188404621e+02   8.3000000000000007e+00
   1.1706312388253943e+02   8.3000000000000007e+00
   1.2111897100949014e+02   8.3000000000000007e+00
   1.2370393621449892e+02   8.3000000000000007e+00
   1.2553822054024818e+02   8.3000000000000007e+00
   1.2906051461231871e+02   8.3000000000000007e+00
   1.3414654780291499e+02   8.3000000000000007e+00
   1.3923258099351128e+02   8.3000000000000007e+00
   1.4431861418410756e+02   8.3000000000000007e+00
   1.4940464737470384e+02   8.3000000000000007e+00
   1.5452038013756845e+02   8.3000000000000007e+00
   1.5963611290043309e+02   8.3000000000000007e+00
   1.6475184566329770e+02   8.3000000000000007e+00
   1.6987886554115445e+02   8.3000000000000007e+00
   1.7383962141062054e+02   8.3000000000000007e+00
   1.7742394063949300e+02   8.3000000000000007e+00
   1.8144607854490337e+02   8.3000000000000007e+00
   1.8544174099804982e+02   8.3000000000000007e+00
   1.8944209034785931e+02   8.3000000000000007e+00
   1.9344858837925756e+02   1.3800000000000001e+01
   1.9841502665346553e+02   1.3800000000000001e+01
   2.0540571046470342e+02   1.3800000000000001e+01
   2.1193565258923752e+02   1.3800000000000001e+01
   2.1651712557449306e+02   1.3800000000000001e+01
   2.2356175016629584e+02   1.3800000000000001e+01
   2.3060511040495811e+02   1.3800000000000001e+01
   2.3574319425117372e+02   1.3800000000000001e+01
   2.4088371397830883e+02   1.3800000000000001e+01
   2.4602352839487997e+02   1.3800000000000001e+01
   2.5116350792259374e+02   1.3800000000000001e+01
   2.5630351411659456e+02   1.3800000000000001e+01
   2.6144324720580528e+02   1.3800000000000001e+01
   2.6658404491963375e+02   1.3800000000000001e+01
   2.7172084308455862e+02   1.3800000000000001e+01
   2.7681115338031822e+02   1.3800000000000001e+01
   2.8190552242882177e+02   1.3800000000000001e+01
   2.8699878613889013e+02   1.3800000000000001e+01
   2.9209240132870519e+02   1.3800000000000001e+01
   2.9718571530857452e+02   1.3800000000000001e+01
   3.0227988462986502e+02   1.3800000000000001e+01
   3.0737096192778347e+02   1.3800000000000001e+01
   3.1247395616007424e+02   1.3800000000000001e+01
   3.1653747397424536e+02   1.3800000000000001e+01
   3.1897324379499099e+02   1.3800000000000001e+01
   3.2100209893380179e+02   2.7000000000000002e+00
   3.2306564129472508e+02   2.7000000000000002e+00
   3.2535786757916458e+02   2.7000000000000002e+00
   3.2765009386360407e+02   2.7000000000000002e+00
   3.2994232014804356e+02   2.7000000000000002e+00
   3.3234428767277814e+02   2.7000000000000002e+00
