        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.1417229442800189E+01        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00       -0.3421456422195172E-02        0.1349924174136799E+01        0.0000000000000000E+00        0.0000000000000000E+00       -0.4000000000000000E+00       -0.4000000000000000E+00       -0.4000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.2700000000000000E+01        0.2700000000000000E+01        0.1719900220632553E-01        0.1000000000000000E+02        0.0000000000000000E+00
        0.2000000000000000E+00        0.4129919419323192E-02        0.2668073977114730E-01        0.1417217126248894E+01        0.2699848348273598E-01       -0.1152647031997959E-06       -0.1126833971845368E-04       -0.6842912844390345E-03        0.2699848348273597E+00        0.3649273134046416E-05       -0.3736574025514413E-02        0.1214934613203952E+01       -0.6842912844390345E-03        0.2699848348273597E+00       -0.3999999999999868E+00       -0.3999999997474780E+00       -0.3999999989972254E+00        0.0000000000000000E+00       -0.7764966323052142E-04        0.2697816846177017E+00        0.2700000000000000E+01        0.2700000000000000E+01        0.1010199636220932E-01        0.1000000000000000E+02        0.0000000000000000E+00
        0.4000000000000000E+00        0.1611024877467174E-01        0.1040543915048133E+00        0.1417131855139107E+01        0.1052941427122870E+00       -0.3508888299316847E-05       -0.7993784577325966E-04       -0.1431606089541917E-02        0.5129717574681500E+00        0.6606994262559105E-05       -0.2340900284830492E-02        0.1093421930748118E+01       -0.1431606089541917E-02        0.5129717574681500E+00       -0.3999999999876877E+00       -0.3999999866777914E+00       -0.3999999483188630E+00        0.0000000000000000E+00       -0.4370308366258686E-03        0.8840497136008735E+00        0.2700000000000000E+01        0.2700000000000000E+01        0.1744300872087479E-01        0.1000000000000000E+02        0.0000000000000000E+00
        0.6000000000000001E+00        0.3517283593871860E-01        0.2270487159554138E+00        0.1416922831558953E+01        0.2297569328208794E+00       -0.1985682771053321E-04       -0.1714213262759886E-03       -0.1899786146508016E-02        0.7316561436177736E+00        0.9000364379123866E-05       -0.3519345592090457E-02        0.9840787589271094E+00       -0.1899786146508016E-02        0.7316561436177736E+00       -0.3999999996057064E+00       -0.3999999324797006E+00       -0.3999997501634320E+00        0.0000000000000000E+00       -0.1451728050207982E-02        0.1298613506903115E+01        0.2700000000000000E+01        0.2700000000000000E+01        0.1219099760055542E-01        0.1000000000000000E+02        0.0000000000000000E+00
        0.8000000000000000E+00        0.6064602745577135E-01        0.3910955532108935E+00        0.1416549308190999E+01        0.3957697367229762E+00       -0.5169719513285820E-04       -0.2053515509114869E-03       -0.2603655264926107E-02        0.9284718954031955E+00        0.1094222072692044E-04       -0.4550446307819095E-02        0.8856694837271106E+00       -0.2603655264926107E-02        0.9284718954031955E+00       -0.3999999973274000E+00       -0.3999998849505738E+00       -0.3999996072702504E+00        0.0000000000000000E+00       -0.2444690847330589E-02        0.1750943870930232E+01        0.2700000000000000E+01        0.2700000000000000E+01        0.1193900406360626E-01        0.1000000000000000E+02        0.0000000000000000E+00
        0.1000000000000000E+01        0.9195649221559039E-01        0.5920790401173399E+00        0.1415924458122172E+01        0.5991775054781575E+00       -0.9849432671200690E-04       -0.2619830129849915E-03       -0.3513744526489926E-02        0.1105605792148618E+01        0.1251945791776727E-04       -0.3373076753678016E-02        0.7970789095042796E+00       -0.3513744526489926E-02        0.1105605792148618E+01       -0.3999999902988676E+00       -0.3999997835233201E+00       -0.3999993076981841E+00        0.0000000000000000E+00       -0.3142299950100231E-02        0.2157453277967614E+01        0.2700000000000000E+01        0.2700000000000000E+01        0.1646299660205841E-01        0.1000000000000000E+02        0.0000000000000000E+00
        0.1200000000000000E+01        0.1286286459848160E+00        0.8262880450550480E+00        0.1415006761952402E+01        0.8362402420979665E+00       -0.1699540672419647E-03       -0.3278843089589262E-03       -0.4188359877225529E-02        0.1265021574049473E+01        0.1379494949755695E-04       -0.5272393601018398E-02        0.7173652673940907E+00       -0.4188359877225529E-02        0.1265021574049473E+01       -0.3999999711156150E+00       -0.3999996043689384E+00       -0.3999988161904312E+00        0.0000000000000000E+00       -0.4134142490953710E-02        0.2468006440985456E+01        0.2700000000000000E+01        0.2700000000000000E+01        0.1072698831558228E-01        0.1000000000000000E+02        0.0000000000000000E+00
        0.1400000000000000E+01        0.1702715368052257E+00        0.1090376364344711E+01        0.1413743517940426E+01        0.1103591862255743E+01       -0.2566802530201011E-03       -0.3088929326551475E-03       -0.5242838597429208E-02        0.1408494627528291E+01        0.1483573552102005E-04       -0.6839289193480715E-02        0.6456258550458643E+00       -0.5242838597429208E-02        0.1408494627528291E+01       -0.3999999341152478E+00       -0.3999995250993487E+00       -0.3999987420572618E+00        0.0000000000000000E+00       -0.5457990230703129E-02        0.2625153708983988E+01        0.2700000000000000E+01        0.2700000000000000E+01        0.9788006544113159E-02        0.1000000000000000E+02        0.0000000000000000E+00
        0.1600000000000000E+01        0.2165958516552554E+00        0.1381322603153520E+01        0.1411993525878620E+01        0.1398203304862319E+01       -0.3371677687089135E-03       -0.2286735060652011E-03       -0.6610696436125351E-02        0.1537619798537464E+01        0.1568871006413828E-04       -0.8115461966846895E-02        0.5810610106397492E+00       -0.6610696436125351E-02        0.1537619798537464E+01       -0.3999998863178958E+00       -0.3999995679426737E+00       -0.3999990445844878E+00        0.0000000000000000E+00       -0.7002948790436221E-02        0.2700000000000000E+01        0.2700000000000000E+01        0.2700000000000000E+01        0.9878009557723999E-02        0.1000000000000000E+02        0.0000000000000000E+00
        0.1800000000000000E+01        0.2674242228463943E+00        0.1696393430165940E+01        0.1409621612604225E+01        0.1717348484782606E+01       -0.3886588898773475E-03       -0.8769548920384564E-04       -0.8233788829494730E-02        0.1653832000665414E+01        0.1639104688431318E-04       -0.9101137549564948E-02        0.5229506481322583E+00       -0.8233788829494730E-02        0.1653832000665414E+01       -0.3999998489442673E+00       -0.3999997384367215E+00       -0.3999995977824202E+00        0.0000000000000000E+00       -0.8744717101527360E-02        0.2700000000000000E+01        0.2700000000000000E+01        0.2700000000000000E+01        0.9507000446319580E-02        0.1000000000000000E+02        0.0000000000000000E+00
        0.2000000000000000E+01        0.3226921209974766E+00        0.2033112212144965E+01        0.1406496926110992E+01        0.2058573897878334E+01       -0.3928644362720138E-03        0.5006209765903843E-04       -0.1005401633940772E-01        0.1758422130291866E+01        0.1697191738866700E-04       -0.1075190171423452E-01        0.4706486682835799E+00       -0.1005401633940772E-01        0.1758422130291866E+01       -0.3999998456575347E+00       -0.3999998958146858E+00       -0.3999999361474795E+00        0.0000000000000000E+00       -0.1033804957857221E-01        0.2700000000000000E+01        0.2700000000000000E+01        0.2700000000000000E+01        0.1580499112606049E-01        0.1000000000000000E+02        0.0000000000000000E+00
        0.2200000000000000E+01        0.3824468242531314E+00        0.2389229912894421E+01        0.1402475177901411E+01        0.2419671297302379E+01       -0.3680216469482185E-03        0.6078884283779001E-04       -0.1220439668225462E-01        0.1852551863948582E+01        0.1746191492584292E-04       -0.1189124427889265E-01        0.4235805199863825E+00       -0.1220439668225462E-01        0.1852551863948582E+01       -0.3999998645600674E+00       -0.3999999199578201E+00       -0.3999999608700617E+00        0.0000000000000000E+00       -0.1204229597885474E-01        0.2700000000000000E+01        0.2700000000000000E+01        0.2700000000000000E+01        0.1590099930763245E-01        0.1000000000000000E+02        0.0000000000000000E+00
        0.2399999999999999E+01        0.4468570804078050E+00        0.2762696870977040E+01        0.1397395936453371E+01        0.2798653280491823E+01       -0.3677108008598546E-03       -0.8671662618214006E-04       -0.1458264553803315E-01        0.1937267967945858E+01        0.1787798096382440E-04       -0.1048738225020102E-01        0.3811279281191793E+00       -0.1458264553803315E-01        0.1937267967945858E+01       -0.3999998647887670E+00       -0.3999997607674192E+00       -0.3999996272685603E+00        0.0000000000000000E+00       -0.1398408638876530E-01        0.2700000000000000E+01        0.2700000000000000E+01        0.2700000000000000E+01        0.2535100281238556E-01        0.1000000000000000E+02        0.0000000000000000E+00
        0.2600000000000000E+01        0.5161946197847529E+00        0.3151639031594613E+01        0.1391219356230667E+01        0.3193729432643378E+01       -0.4445093593243805E-03       -0.2874225247806935E-03       -0.1668012198807336E-01        0.2013493553569694E+01        0.1821337390766274E-04       -0.1411285038752928E-01        0.3429369194421041E+00       -0.1668012198807336E-01        0.2013493553569694E+01       -0.3999998024114295E+00       -0.3999992827588758E+00       -0.3999984392684276E+00        0.0000000000000000E+00       -0.1630311649439607E-01        0.2700000000000000E+01        0.2700000000000000E+01        0.2700000000000000E+01        0.1495799422264099E-01        0.1000000000000000E+02        0.0000000000000000E+00
        0.2800000000000000E+01        0.5908009132877626E+00        0.3554340730024537E+01        0.1383805774905173E+01        0.3603286881746159E+01       -0.6049271052402664E-03       -0.5190814646080888E-03       -0.1950269206557922E-01        0.2082080937458115E+01        0.1852991526610382E-04       -0.1454650937465297E-01        0.3085125738170754E+00       -0.1950269206557922E-01        0.2082080937458115E+01       -0.3999996340631974E+00       -0.3999982267318325E+00       -0.3999957631738454E+00        0.0000000000000000E+00       -0.1878624207151425E-01        0.2700000000000000E+01        0.2700000000000000E+01        0.2700000000000000E+01        0.1606801152229309E-01        0.1000000000000000E+02        0.0000000000000000E+00
        0.3000000000000000E+01        0.6711559687883907E+00        0.3969211461947214E+01        0.1374948317963681E+01        0.4025873320714124E+01       -0.8981955234180037E-03       -0.8850561367477897E-03       -0.2241199394050981E-01        0.2143783452221530E+01        0.1880866064335255E-04       -0.9969838657908082E-02        0.2771477587334116E+00       -0.2241199394050981E-01        0.2143783452221530E+01       -0.3999991932448017E+00       -0.3999954320593579E+00       -0.3999886002424026E+00        0.0000000000000000E+00       -0.2146477948476480E-01        0.2700000000000000E+01        0.2700000000000000E+01        0.2700000000000000E+01        0.2338498830795288E-01        0.1000000000000000E+02        0.0000000000000000E+00
        0.3200000000000000E+01        0.7578019896861298E+00        0.4394769806038541E+01        0.1364780090262123E+01        0.4460172966333099E+01       -0.1339936310332267E-02       -0.1074639635680936E-02       -0.2440596167209143E-01        0.2199213003968213E+01        0.1901037338569917E-04       -0.8739483721388067E-02        0.2491558204874134E+00       -0.2440596167209143E-01        0.2199213003968213E+01       -0.3999982045706843E+00       -0.3999919092077335E+00       -0.3999810868314242E+00        0.0000000000000000E+00       -0.2448897187526566E-01        0.2700000000000000E+01        0.2700000000000000E+01        0.2700000000000000E+01        0.1562500000000000E-01        0.1000000000000000E+02        0.0000000000000000E+00
        0.3400000000000000E+01        0.8512124454817040E+00        0.4829660415678544E+01        0.1353532263456460E+01        0.4904998683536490E+01       -0.1814323495733958E-02       -0.1069268492870711E-02       -0.2615385841636905E-01        0.2249044168065696E+01        0.1917987922089199E-04       -0.3309576544350505E-02        0.2239168219449900E+00       -0.2615385841636905E-01        0.2249044168065696E+01       -0.3999967082302529E+00       -0.3999890352963779E+00       -0.3999768804888724E+00        0.0000000000000000E+00       -0.2608876911712185E-01        0.2700000000000000E+01        0.2700000000000000E+01        0.2700000000000000E+01        0.1747199892997742E-01        0.1000000000000000E+02        0.0000000000000000E+00
        0.3600000000000001E+01        0.9517920118887074E+00        0.5272649495926491E+01        0.1341493899358586E+01        0.5359285853588529E+01       -0.2296404152728929E-02       -0.1050389522226750E-02       -0.2681577372523915E-01        0.2293827532454694E+01        0.1930802316327260E-04        0.4664508340143292E-02        0.2011723257290942E+00       -0.2681577372523915E-01        0.2293827532454694E+01       -0.3999947265279674E+00       -0.3999858100915862E+00       -0.3999725686480632E+00        0.0000000000000000E+00       -0.2678898921476470E-01        0.2700000000000000E+01        0.2700000000000000E+01        0.2700000000000000E+01        0.1317998766899109E-01        0.1000000000000000E+02        0.0000000000000000E+00
