        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.2700000000000000E+01
        0.2000000000000000E+00        0.6999999999105896E-01        0.7000000000000001E+00        0.2700000000000000E+01
        0.4000000000000000E+00        0.2800000006301795E+00        0.1400000000000000E+01        0.2700000000000000E+01
        0.6000000000000001E+00        0.6300000591913364E+00        0.2100000000000001E+01        0.2700000000000000E+01
        0.8000000000000000E+00        0.1110000619042952E+01        0.2700000000000000E+01        0.2700000000000000E+01
        0.1000000000000000E+01        0.1650002584561775E+01        0.2700000000000000E+01        0.2700000000000000E+01
        0.1200000000000000E+01        0.2190006158442638E+01        0.2700000000000000E+01        0.2700000000000000E+01
        0.1400000000000000E+01        0.2730010410639977E+01        0.2700000000000000E+01        0.2700000000000000E+01
        0.1600000000000000E+01        0.3270013848724937E+01        0.2700000000000000E+01        0.2700000000000000E+01
        0.1800000000000000E+01        0.3810015944544789E+01        0.2700000000000000E+01        0.2700000000000000E+01
        0.2000000000000000E+01        0.4350018676729035E+01        0.2700000000000000E+01        0.2700000000000000E+01
        0.2200000000000000E+01        0.4890026970137560E+01        0.2700000000000000E+01        0.2700000000000000E+01
        0.2399999999999999E+01        0.5430047663342416E+01        0.2700000000000000E+01        0.2700000000000000E+01
        0.2600000000000000E+01        0.5970087150848716E+01        0.2700000000000000E+01        0.2700000000000000E+01
        0.2800000000000000E+01        0.6510140674674613E+01        0.2700000000000000E+01        0.2700000000000000E+01
        0.3000000000000000E+01        0.7050169862143203E+01        0.2700000000000000E+01        0.2700000000000000E+01
        0.3200000000000000E+01        0.7590174597820706E+01        0.2700000000000000E+01        0.2700000000000000E+01
        0.3400000000000000E+01        0.8130174162951423E+01        0.2700000000000000E+01        0.2700000000000000E+01
        0.3600000000000001E+01        0.8670182993640148E+01        0.2700000000000000E+01        0.2700000000000000E+01
        0.3800000000000001E+01        0.9210208605859700E+01        0.2700000000000000E+01        0.2700000000000000E+01
        0.4000000000000001E+01        0.9750257054919075E+01        0.2700000000000000E+01        0.2700000000000000E+01
        0.4200000000000001E+01        0.1029034341998628E+02        0.2700000000000000E+01        0.2700000000000000E+01
        0.4400000000000001E+01        0.1083050324699844E+02        0.2700000000000000E+01        0.2700000000000000E+01
        0.4600000000000001E+01        0.1137079179632896E+02        0.2700000000000000E+01        0.2700000000000000E+01
        0.4800000000000002E+01        0.1191995216558879E+02        0.2786849358023353E+01        0.2786849358023352E+01
        0.5000000000000002E+01        0.1250591159106378E+02        0.3066402743498335E+01        0.3066402743498335E+01
        0.5200000000000002E+01        0.1315052841299814E+02        0.3373940786358205E+01        0.3373940786358204E+01
        0.5400000000000002E+01        0.1385961320078041E+02        0.3712235631351364E+01        0.3712235631351365E+01
        0.5600000000000002E+01        0.1463962955241729E+02        0.4084370974424264E+01        0.4084370974424263E+01
        0.5800000000000002E+01        0.1549768500747478E+02        0.4493737727407458E+01        0.4493737727407459E+01
        0.6000000000000003E+01        0.1644158050783177E+02        0.4944057615078011E+01        0.4944057615078010E+01
        0.6200000000000003E+01        0.1747993655652191E+02        0.5439443363851399E+01        0.5439443363851396E+01
        0.6400000000000003E+01        0.1862235266316345E+02        0.5984474771058317E+01        0.5984474771058313E+01
        0.6600000000000003E+01        0.1987926176906822E+02        0.6584129253116075E+01        0.6584129253115978E+01
        0.6800000000000003E+01        0.2126210365489675E+02        0.7243864575995385E+01        0.7243864575995381E+01
        0.7000000000000004E+01        0.2278054096334387E+02        0.7943864575995386E+01        0.7968290656971575E+01
        0.7200000000000004E+01        0.2440380510868083E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.7400000000000004E+01        0.2606101359493220E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.7600000000000004E+01        0.2771270783521711E+02        0.8249351584972802E+01        0.8300000000000001E+01
        0.7800000000000004E+01        0.2930558991699939E+02        0.7621632511331398E+01        0.8300000000000001E+01
        0.8000000000000004E+01        0.3077488597870375E+02        0.6904760646841011E+01        0.8300000000000001E+01
        0.8200000000000003E+01        0.3214493194739892E+02        0.6633201411091603E+01        0.8300000000000001E+01
        0.8400000000000002E+01        0.3352238297864202E+02        0.7043147028437438E+01        0.8300000000000001E+01
        0.8600000000000001E+01        0.3500557457328605E+02        0.7743147028437436E+01        0.8300000000000001E+01
        0.8800000000000001E+01        0.3661024342280127E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.9000000000000000E+01        0.3826874355756718E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.9199999999999999E+01        0.3992828070793082E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.9399999999999999E+01        0.4158883057708169E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.9599999999999998E+01        0.4326270942355009E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.9799999999999997E+01        0.4494879985458755E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.9999999999999996E+01        0.4662104782791982E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1020000000000000E+02        0.4827987301318312E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1040000000000000E+02        0.4993465065613032E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1059999999999999E+02        0.5159035018586518E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1079999999999999E+02        0.5324812446349642E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1099999999999999E+02        0.5490780663215278E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1119999999999999E+02        0.5656783941974674E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1139999999999999E+02        0.5822784026668174E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1159999999999999E+02        0.5988784117152546E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1179999999999999E+02        0.6154785994539313E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1199999999999999E+02        0.6320787208307924E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1219999999999999E+02        0.6486787409113371E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1239999999999999E+02        0.6652787315690482E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1259999999999999E+02        0.6818787241166798E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1279999999999999E+02        0.6984787245719968E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1299999999999999E+02        0.7150787285877084E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1319999999999999E+02        0.7316787322781677E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1339999999999998E+02        0.7482787334504189E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1359999999999998E+02        0.7648787335923335E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1379999999999998E+02        0.7814787379317866E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1399999999999998E+02        0.7980787469856695E+02        0.8300000000000001E+01        0.8300000000000001E+01
