        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.3000000000000000E+01
        0.1177712923690251E+01        0.6214960188159248E+01        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.3000126555644976E+01
        0.2461118344471450E+01        0.1181640932450084E+02        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.3000352095508935E+01
        0.1866841262793000E+01        0.1762417919693359E+02        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.3000796578642626E+01
        0.9418138716533506E+00        0.2376047973713912E+02        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.3000315598736528E+01
        0.1003741549600892E+01        0.3038484417695762E+02        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.2998820010023156E+01
        0.5106258907648643E+01        0.3606383254495468E+02        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.3000851630425330E+01
        0.9381061869283755E+01        0.3990145066604191E+02        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.3001025250266979E+01
        0.1164379318604643E+02        0.4492849607257189E+02        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.3000288074950082E+01
        0.1263334458131041E+02        0.5077156524278965E+02        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.2999978423182208E+01
        0.1330582491410791E+02        0.5687264601080619E+02        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.3000019727174715E+01
        0.1409630285089849E+02        0.6298412775076574E+02        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.3000001059135657E+01
        0.1496406282354243E+02        0.6906771304312529E+02        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.2999999554328854E+01
        0.1584408867974144E+02        0.7513402079633235E+02        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.3000000209798780E+01
        0.1668286330205356E+02        0.8119752469831499E+02        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.2999999520341474E+01
        0.1748848903767096E+02        0.8727542091524290E+02        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.2999999654959858E+01
        0.1830738172290368E+02        0.9336329437470482E+02        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.3000000202994963E+01
        0.1918949924725412E+02        0.9945522687974874E+02        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.3000000388475261E+01
        0.2014757691972012E+02        0.1055235195666341E+03        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.2999999928310131E+01
        0.2107141380707593E+02        0.1115633230843779E+03        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.2999998541168980E+01
        0.2183651019731697E+02        0.1175967566768387E+03        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.3000000725278589E+01
        0.2235115255784519E+02        0.1236418762082194E+03        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.2999987242063535E+01
        0.2265712614204076E+02        0.1297368277182667E+03        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.3000000469707668E+01
        0.2292731214768209E+02        0.1358788025244545E+03        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.3000005057002879E+01
        0.2339745416239316E+02        0.1420883235857196E+03        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.2999985997807944E+01
        0.2456180658652284E+02        0.1483023375520566E+03        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.2999868282558389E+01
        0.2576913276552901E+02        0.1541380735759546E+03        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.3000032272477044E+01
        0.2614412851659422E+02        0.1600926664914767E+03        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.3000035652044558E+01
        0.2611641266719306E+02        0.1661695642076974E+03        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.2999994727926892E+01
        0.2596135854358397E+02        0.1722916003204853E+03        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.2999995386093838E+01
        0.2583083732447211E+02        0.1784430965704793E+03        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.3000001214464952E+01
        0.2578848346026050E+02        0.1845980966987104E+03        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.2999999450010561E+01
        0.2583210691901083E+02        0.1907534961840619E+03        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.3000007532615631E+01
        0.2597743887781184E+02        0.1969165857437444E+03        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.3000085906484812E+01
        0.2667677265609073E+02        0.2033438701551488E+03        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.3000074207456189E+01
        0.2989406168971829E+02        0.2093007637950520E+03        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.2999843024711265E+01
        0.3575441134008044E+02        0.2129134440645951E+03        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.2999942306537101E+01
        0.4221433279088458E+02        0.2138024884784382E+03        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.2999948722035755E+01
        0.4845255094245749E+02        0.2136292616353826E+03        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.3000001169392049E+01
        0.5460091665936185E+02        0.2132288464946340E+03        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.3000000218384469E+01
        0.6072494284649978E+02        0.2127635694234687E+03        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.2999999947750194E+01
