        0.0000000000000000E+00        0.0000000000000000E+00        0.0000000000000000E+00        0.2700000000000000E+01
        0.2000000000000000E+00        0.8000000000042580E-01        0.8000000000000002E+00        0.2700000000000000E+01
        0.4000000000000000E+00        0.3200000000709106E+00        0.1600000000000000E+01        0.2700000000000000E+01
        0.6000000000000001E+00        0.7200000216616380E+00        0.2400000000000000E+01        0.2700000000000000E+01
        0.8000000000000000E+00        0.1230000204386272E+01        0.2700000000000000E+01        0.2700000000000000E+01
        0.1000000000000000E+01        0.1770000639483698E+01        0.2700000000000000E+01        0.2700000000000000E+01
        0.1200000000000000E+01        0.2310001323056472E+01        0.2700000000000000E+01        0.2700000000000000E+01
        0.1400000000000000E+01        0.2850002097505797E+01        0.2700000000000000E+01        0.2700000000000000E+01
        0.1600000000000000E+01        0.3390002488016614E+01        0.2700000000000000E+01        0.2700000000000000E+01
        0.1800000000000000E+01        0.3930002601556462E+01        0.2700000000000000E+01        0.2700000000000000E+01
        0.2000000000000000E+01        0.4470004472110158E+01        0.2700000000000000E+01        0.2700000000000000E+01
        0.2200000000000000E+01        0.5010013613011000E+01        0.2700000000000000E+01        0.2700000000000000E+01
        0.2399999999999999E+01        0.5550038296879453E+01        0.2700000000000000E+01        0.2700000000000000E+01
        0.2600000000000000E+01        0.6090083500543943E+01        0.2700000000000000E+01        0.2700000000000000E+01
        0.2800000000000000E+01        0.6630135944202888E+01        0.2700000000000000E+01        0.2700000000000000E+01
        0.3000000000000000E+01        0.7170157041966245E+01        0.2700000000000000E+01        0.2700000000000000E+01
        0.3200000000000000E+01        0.7710158422592647E+01        0.2700000000000000E+01        0.2700000000000000E+01
        0.3400000000000000E+01        0.8250159426020522E+01        0.2700000000000000E+01        0.2700000000000000E+01
        0.3600000000000001E+01        0.8790171074821343E+01        0.2700000000000000E+01        0.2700000000000000E+01
        0.3800000000000001E+01        0.9330198377984983E+01        0.2700000000000000E+01        0.2700000000000000E+01
        0.4000000000000001E+01        0.9870248812168844E+01        0.2700000000000000E+01        0.2700000000000000E+01
        0.4200000000000001E+01        0.1041034126863071E+02        0.2700000000000000E+01        0.2700000000000000E+01
        0.4400000000000001E+01        0.1095051246853166E+02        0.2700000000000000E+01        0.2700000000000000E+01
        0.4600000000000001E+01        0.1149081715098358E+02        0.2700000000000000E+01        0.2700000000000000E+01
        0.4800000000000002E+01        0.1204601672580424E+02        0.2846993069455571E+01        0.2846993069455380E+01
        0.5000000000000002E+01        0.1264459261859242E+02        0.3132565602326609E+01        0.3132565602326575E+01
        0.5200000000000002E+01        0.1330307284953115E+02        0.3446717691744824E+01        0.3446717691744800E+01
        0.5400000000000002E+01        0.1402741198040174E+02        0.3792290179298412E+01        0.3792290179298412E+01
        0.5600000000000002E+01        0.1482421036120214E+02        0.4172432003475355E+01        0.4172432003475354E+01
        0.5800000000000002E+01        0.1570072521149276E+02        0.4590605486424639E+01        0.4590605486424639E+01
        0.6000000000000003E+01        0.1666493108767302E+02        0.5050615182083281E+01        0.5050615182083281E+01
        0.6200000000000003E+01        0.1772565923398396E+02        0.5556674358671238E+01        0.5556674358671239E+01
        0.6400000000000003E+01        0.1889269926403736E+02        0.6113453509585634E+01        0.6113453509585632E+01
        0.6600000000000003E+01        0.2017669425413546E+02        0.6726030303830205E+01        0.6726030303830164E+01
        0.6800000000000003E+01        0.2158933845038503E+02        0.7399983909428427E+01        0.7399983909428419E+01
        0.7000000000000004E+01        0.2314311042958653E+02        0.8141267688061797E+01        0.8141267688061795E+01
        0.7200000000000004E+01        0.2478605787071566E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.7400000000000004E+01        0.2644266623842723E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.7600000000000004E+01        0.2809495205040105E+02        0.8254384745029027E+01        0.8300000000000001E+01
        0.7800000000000004E+01        0.2970150062722763E+02        0.7736686446459979E+01        0.8300000000000001E+01
        0.8000000000000004E+01        0.3122751228391072E+02        0.7325040445388006E+01        0.8300000000000001E+01
        0.8200000000000003E+01        0.3271223237566101E+02        0.7352132416604038E+01        0.8300000000000001E+01
        0.8400000000000002E+01        0.3423887509669917E+02        0.7828866744938606E+01        0.8300000000000001E+01
        0.8600000000000001E+01        0.3585289515569366E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.8800000000000001E+01        0.3751008795933527E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.9000000000000000E+01        0.3916831938963657E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.9199999999999999E+01        0.4082877531163037E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.9399999999999999E+01        0.4249311332153438E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.9599999999999998E+01        0.4417028946969336E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.9799999999999997E+01        0.4584240820022908E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.9999999999999996E+01        0.4750321511377919E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1020000000000000E+02        0.4915973188746961E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1040000000000000E+02        0.5081708709483531E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1059999999999999E+02        0.5247646266254961E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1079999999999999E+02        0.5413661373576631E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1099999999999999E+02        0.5579664941079328E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1119999999999999E+02        0.5745665063515184E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1139999999999999E+02        0.5911665144038783E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1159999999999999E+02        0.6077665824932809E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1179999999999999E+02        0.6243666857618332E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1199999999999999E+02        0.6409667186732015E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1219999999999999E+02        0.6575667217226263E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1239999999999999E+02        0.6741667204205326E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1259999999999999E+02        0.6907667235985001E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1279999999999999E+02        0.7073667315650306E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1299999999999999E+02        0.7239667403234237E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1319999999999999E+02        0.7405667461111639E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1339999999999998E+02        0.7571667461362510E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1359999999999998E+02        0.7737667467138758E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1379999999999998E+02        0.7903667569315543E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1399999999999998E+02        0.8069667747148721E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1419999999999998E+02        0.8235667851862293E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1439999999999998E+02        0.8401667899375626E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1459999999999998E+02        0.8567667941944568E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1479999999999998E+02        0.8733667976151285E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1499999999999998E+02        0.8899667986241684E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1519999999999998E+02        0.9065667985746390E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1539999999999998E+02        0.9231667994071778E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1559999999999998E+02        0.9397668025379136E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1579999999999998E+02        0.9563668083579378E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1599999999999998E+02        0.9729668152062719E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1619999999999997E+02        0.9895668195248476E+02        0.8300000000000001E+01        0.8300000000000001E+01
        0.1639999999999997E+02        0.1006166822144600E+03        0.8300000000000001E+01        0.8300000000000001E+01
